name	mrna_length	genome_length	exon_count
ALDH1A3	3441	36768	13
AUP1	1602	3199	12
CHSY1	4534	76194	3
SELS	1291	6486	7
SNRPA1	1057	13744	9
PCSK6	4551	186054	22
DLD	3578	30057	14
TARSL2	3293	70690	19
OR4F6	937	937	1
OR4F15	937	937	1
OR4F4	918	918	1
FAM39DP	2541	15792	11
GNG2	3858	109469	4
LOC440295	3223	7601	9
POLR3K	796	6626	3
C16orf33	1672	4427	5
RHBDF1	2953	14533	18
MPG	1030	8824	4
C16orf35	2746	52805	11
HBZ	589	1651	3
HBA2	572	831	3
HBA1	576	842	3
HBQ1	650	843	3
LUC7L	2082	40480	9
ITFG3	2918	31285	13
RGS11	2376	7605	17
ARHGDIG	942	2398	6
WIF1	2007	70710	10
AXIN1	3448	65025	11
MRPL28	1099	3145	6
TMEM8	2529	10048	13
NME4	1006	3562	5
DECR2	1582	10629	9
RAB11FIP3	4251	96813	14
SOLH	4742	26779	14
LOC146325	2216	5107	3
FLJ36208	2043	2463	2
PIGQ	2921	14105	11
RAB40C	2608	39093	6
WFIKKN1	1948	3105	2
ABHD2	8687	114163	11
C16orf14	910	6626	5
MIER3	5201	32526	13
RHOT2	2488	6038	19
RHBDL1	1559	2193	7
STUB1	1601	2653	7
LOC339123	2042	2773	9
WDR24	3165	5699	9
FBXL16	3412	13303	7
METRN	1090	2306	4
C16orf24	857	1432	5
CCDC78	1596	3877	14
HAGHL	1701	2758	7
NARFL	2089	11227	11
MSLN	2052	7733	17
MPFL	3162	13499	16
RPUSD1	2049	3409	6
CHTF18	3063	9426	22
GNG13	947	2656	3
LOC388199	1208	8418	3
SOX8	3048	5171	3
FLJ10159	6227	171192	7
SSTR5	1094	1094	1
ALPL	2595	69047	12
CACNA1H	8069	68531	34
TPSG1	1102	3601	6
TPSB2	1165	1849	6
TPSAB1	1193	1877	6
TPSD1	855	2222	5
UBE2I	1177	16211	7
BAIAP3	4523	14780	34
C16orf42	1202	2631	6
GNPTG	1212	11420	11
C16orf28	2475	14634	6
UNKL	1378	16394	6
LOC283951	1069	9400	5
CLCN7	3742	29668	25
LOC390667	1421	2528	3
TELO2	3251	17032	21
IFT140	4936	96870	29
FLJ35880	2689	52933	8
CRAMP1L	7411	63007	20
HN1L	3682	23795	5
LOC124220	827	2112	4
C16orf68	1568	24551	11
NME3	1013	1389	5
MRPS34	1002	1244	3
EME2	1334	3010	8
SPSB3	1543	5868	7
NUBP2	1350	6228	7
IGFALS	2054	3289	2
EMX1	2222	18759	3
FAHD1	1684	1684	1
C16orf73	1317	26467	9
SEPX1	1367	5061	4
RPL3L	1528	10099	10
NDUFB10	682	2445	4
RPS2	942	2766	7
POMGNT1	2735	9768	22
TBL3	2594	6688	22
NOXO1	1507	2522	8
GFER	2407	3599	3
SYNGR3	2028	4308	4
ZNF598	3197	11996	12
SLC9A3R2	1557	11555	7
NTHL1	1067	8052	6
DNER	3271	356941	13
FAM83D	2427	26747	4
RAMP3	1344	26481	3
PFKFB1	1733	60922	14
STXBP3	2494	62855	19
PKD1	14135	47189	46
RAB26	1623	5490	9
TRAF7	3666	22331	21
CASKIN1	5695	19282	20
GBL	1639	3968	9
C16orf79	973	1758	6
E4F1	2572	12176	14
DNASE1L2	1325	2244	7
DCI	1027	11706	7
RNPS1	2010	14674	8
C20orf42	5150	48699	15
ICA1L	7996	98499	14
C16orf59	1627	4849	10
NTN2L	1985	2646	6
ATP6V0C	1092	6266	3
AMDHD2	1520	9305	10
PDPK1	7235	65219	14
LOC283874	5577	12292	3
KCTD5	2458	26532	6
PRSS27	1461	8129	6
TCEB2	989	5882	4
PRSS21	1161	4553	6
MGC52282	692	2274	3
PRSS22	1386	5444	6
LOC114984	877	16038	4
FLYWCH1	2529	28172	9
KREMEN2	1974	4164	8
PAQR4	2434	3886	3
PKMYT1	2103	7681	9
CLDN9	1715	2301	2
CLDN6	1343	3449	2
TNFRSF12A	983	2022	4
HCFC1R1	941	1660	3
THOC6	1353	3658	13
MMP25	3549	14041	10
IL32	1156	4355	8
ZNF206	2463	3967	5
DBH	2760	22982	12
ZNF213	3201	7666	6
OR1F1	938	938	1
ZNF200	3587	13062	5
MEFV	3499	14600	10
ZNF263	3281	7969	6
TIGD7	2567	2567	1
ZNF75A	2069	13089	6
ZNF434	3026	18940	6
ZNF174	1520	3799	3
ZNF597	1772	7380	4
FLJ14154	2553	28875	7
CLUAP1	1659	35621	12
ANP32B	1614	32734	7
FAM78A	3935	18441	2
BTBD12	7292	30403	15
DNASE1	3097	5156	9
TRAP1	2210	59475	18
D2HGDH	2586	32568	10
FER	2950	439851	20
ADCY9	7724	153534	11
TFAP4	2132	15823	8
Magmas	510	11048	5
CORO7	3444	62027	28
VASN	2806	11681	2
DNAJA3	2684	30892	12
NMRAL1	1361	13201	6
HMOX2	1625	33902	6
FAM100A	1354	5985	3
MGRN1	3902	66119	17
NUDT16L1	1313	2130	3
ANKS3	2662	37651	18
C16orf71	2704	15107	10
ZNF500	3252	16352	6
SEPT12	1290	10674	10
ROGDI	1458	5706	11
N-PAC	3712	44080	16
SPACA5	732	5393	5
MRTO4	2272	8547	8
KPNA6	7370	68523	14
NAGPA	2203	9092	10
MGC45438	1828	21849	9
ALG1	2131	13768	13
FAM86A	1432	12547	8
A2BP1	2281	1691715	16
LOC440337	1919	1919	1
THSD4	9145	641935	17
TMEM186	1149	2170	2
PMM2	2279	51492	9
ACMSD	1248	63415	10
USP7	4013	69992	31
C16orf72	3969	28009	4
GRIN2A	6289	421190	14
ATF7IP2	3596	54770	11
EMP2	1484	48564	5
TEKT5	1609	67442	7
CIITA	4651	47783	20
DEXI	1500	13509	2
KIAA0350	6786	237597	23
SOCS1	1216	1766	2
TNP2	597	1447	2
PRM3	309	309	1
PRM2	683	845	2
MGC5139	4811	13613	5
C16orf75	1432	6307	2
LOC400499	3552	49565	23
LITAF	2356	38374	4
SNN	3272	10706	2
TXNDC11	3047	63706	12
ZC3H7A	3844	31966	22
GSPT1	2582	43270	15
TNFRSF17	993	2961	3
GRIA4	3345	303432	11
FLJ11151	2842	140788	4
ERCC4	2750	28181	11
MKL2	8633	195434	17
PARN	2992	194481	24
BFAR	2514	35897	8
PLA2G10	995	22120	4
NOMO1	4246	62371	31
NPIP	1069	14599	8
KIAA0251	4492	63201	23
NTAN1	1109	18117	10
MPV17L	2213	13908	3
C16orf45	2032	153593	6
KIAA0430	7727	48765	27
NDE1	1980	74886	9
HRBL	4810	29009	12
PERQ1	6329	9741	24
C16orf63	2250	22871	5
ABCC1	5727	192838	30
CCR5	3367	5270	2
MSX1	1935	4267	2
SOD3	1528	5382	2
NOMO3	4252	62216	31
GPRC6A	2860	36951	6
NOMO2	3921	62252	32
RPS15A	542	7379	5
ARL6IP1	2264	9867	6
SMG1	15724	121211	63
TMC7	3560	79168	16
COQ7	2584	12424	6
LOC162073	1738	1738	1
SYT17	1911	98916	8
TMC5	3330	42307	18
MIR16	2935	20434	6
CP110	5470	29519	15
MGC16824	3550	145405	31
IQCK	2550	141080	10
GPRC5B	2843	25857	4
C21orf55	1608	3785	2
GP2	2430	17024	12
UMOD	2251	19664	11
PDILT	2127	45542	12
FLJ20581	2416	31423	14
LOC123876	2322	35195	15
ACSM2	1986	39158	15
MTA1	2831	50863	21
THUMPD1	4413	8211	4
ACSM3	1569	22327	9
EXOD1	1478	26280	11
LOC81691	2706	43154	20
DCUN1D3	2964	42262	3
LYRM1	1657	23901	6
DNAH3	12350	226286	62
TMEM159	1812	21931	5
ZP2	2266	14096	19
ANKS4B	2906	18735	2
CRYM	1289	19815	8
RUNDC2B	1209	12100	5
METTL5	936	13084	7
OTOA	3609	82215	28
UQCRC2	1672	30058	14
C16orf65	1028	16943	5
POLR3E	2603	36601	21
CDR2	2700	28680	5
HS3ST2	1950	101798	2
SCNN1G	3499	34161	13
SCNN1B	2597	79030	13
COG7	2765	64527	17
GGA2	5185	46165	17
EARS2	3840	35334	10
UBPH	4929	16847	7
NDUFAB1	664	15302	5
LOC497661	1128	5572	3
MCAT	1841	11192	3
DCTN5	3323	28376	6
PLK1	2170	11489	10
ERN2	3549	23125	22
LOC63928	2366	4309	7
PRKCB1	3367	379986	17
CACNG3	2700	106861	4
RBBP6	1762	9814	3
FLJ45256	2907	9641	3
HNRPUL2	2986	12600	14
F7	3124	14890	9
SLC5A11	2349	65392	16
ARHGAP17	3476	95962	20
LCMT1	1205	66505	9
AQP8	1307	11968	6
ZNF694	7113	21521	7
TNT	2459	2459	1
JMJD5	2416	18228	8
BLOC1S3	657	1113	2
APOB	14120	42644	29
IL4R	1102	41280	8
IL21R	3361	48393	9
CABC1	2924	47309	15
HS3ST4	3202	445662	2
KIAA0556	6618	230220	28
GSG1L	1172	97263	6
DMN	6417	30514	5
XPO6	4422	113875	24
SBK1	4984	31323	4
LOC440350	1474	13069	5
EIF3S8	3096	24261	21
ABHD12	1966	90628	13
IL27	1043	7472	5
C6orf162	2434	19738	4
CCDC101	1141	37853	10
SULT1A2	1322	4536	8
SULT1A1	1386	3732	8
ATXN2L	3786	14138	23
TUFM	1605	3532	10
SH2B1	4859	10214	9
ATP2A1	3536	26022	23
YPEL3	1588	3887	4
CRTC3	5167	115379	15
NFATC2IP	3856	15448	8
SPIN1	2148	9709	12
LAT	1440	5950	13
BOLA2	1637	11714	5
BOLA2B	1011	1371	3
GIYD1	1110	3664	6
GIYD2	1110	3664	6
SULT1A4	1407	9878	9
SULT1A3	1429	9900	9
SPN	6908	7522	2
QPRT	1549	18869	4
C16orf54	2581	3540	2
PRRT2	2357	3584	4
C16orf53	1139	3603	3
MVP	2793	27555	15
PKD2L2	2218	51032	14
SEZ6L2	2822	27581	18
ASPHD1	1476	5229	3
KCTD13	1711	19883	6
LOC124446	1057	10985	7
TAOK2	4909	14498	16
HIRIP3	2344	3072	7
CCDC95	1185	9582	7
DOC2A	2064	5565	11
USP6	7971	46638	30
ALDOA	2303	17244	14
PPP4C	1324	9305	9
TBX6	2469	6127	8
GDPD3	1306	8728	9
CORO1A	1619	5471	11
CD2BP2	1284	2459	7
TBC1D10B	2666	12479	9
MYLPF	655	3188	7
SEPT1	1589	4715	12
ZNF553	2203	3659	2
ZNF771	1892	11252	2
XTP3TPA	1118	6353	3
SEPHS2	2265	2265	1
ITGAL	5120	50435	31
ZNF768	2309	2583	2
ZNF747	2370	3415	2
ZNF764	2737	4499	3
ZNF688	1134	2705	3
ZNF785	3183	5017	3
ZNF689	2706	6981	3
PRR14	2117	5493	12
FBS1	2497	5502	9
SRCAP	9125	32475	29
PHKG2	1578	8946	10
LOC90835	1828	4790	8
RNF40	4230	12907	20
BCL7C	856	6282	6
CTF1	1663	6953	3
TMEM142C	2177	5844	2
SETD1A	6447	27367	19
HSD3B7	2170	3940	7
STX1B2	1699	18408	10
STX4	1385	6582	11
ZNF668	2624	13333	3
ZNF646	6176	9059	3
POL3S	1661	5019	11
VKORC1	997	4101	3
BCKDK	1802	4172	12
MYST1	1518	13719	11
PRSS8	1938	4396	6
PRSS36	2809	11139	15
FUS	1967	11645	14
PYCARD	925	1443	3
TRIM72	2079	11096	7
PYDC1	527	1112	2
ITGAM	4740	72924	30
ITGAX	4649	27810	30
ITGAD	3912	33194	30
COX6A2	409	667	3
ARMC5	4672	8171	4
TGFB1I1	1802	4755	11
SLC5A2	2271	7651	14
C16orf58	2760	18892	13
ERAF	505	921	3
C18orf25	5464	92967	5
ZNF267	3184	43467	4
TP53TG3	2034	3205	2
FLJ43980	3706	97344	17
SHCBP1	3203	40815	13
VPS35	3231	29502	17
ORC6L	1627	8748	7
MLCK	2744	40774	13
LOC388272	1383	29116	4
GPT2	3955	46891	12
DNAJA2	1937	17241	9
NETO2	3653	62467	9
ITFG1	2228	305716	18
PHKB	4283	239017	31
ABCC12	5168	63798	29
ABCC11	4862	65361	29
LONP2	4342	109197	15
SIAH1	2383	5339	2
N4BP1	7104	71482	7
CBLN1	1503	2983	3
C16orf78	969	25510	5
ZNF423	4817	336397	9
C16orf69	2096	11810	7
TMEM70	2039	6582	3
MESP2	1609	2392	2
BRD7	2204	49889	18
NKD1	2586	86401	10
SLIC1	1457	8281	4
NOD2	4485	35938	12
AKAP1	3967	36157	11
MADCAM1	1536	8853	5
PLCB2	4675	20075	32
RBL2	4836	57160	22
AKTIP	2221	11978	10
HLA-DOB	1371	4285	6
GLO1	2044	27249	6
IRX3	2308	3167	4
IRX5	2060	3283	3
IRX6	2328	6201	6
MMP2	3535	27515	13
AYTL1	1914	74196	14
CAPNS2	1009	1009	1
SLC6A2	3345	47143	14
CES1	2007	30310	14
CES7	1962	29155	12
GNAO1	1064	151714	8
AMFR	3593	64080	14
NUDT21	4406	22213	7
BBS2	2962	35898	17
MT4	294	3909	3
MT3	581	1733	3
MT2A	368	881	3
MT1E	504	1438	3
MT1A	394	1420	3
MTM	425	1554	4
MT1B	379	1305	3
MT1F	438	1358	3
MT1G	396	1325	3
FAM123B	8443	20628	2
MT1X	390	1713	3
NUP93	2646	114570	22
SLC12A3	3131	48208	26
HERPUD1	2173	12046	8
CETP	1790	21995	16
MUC2	8623	29543	50
CPNE2	2181	55367	16
NIP30	2019	33495	8
RSPRY1	2062	52700	15
ARL2BP	2100	8508	6
TM4SF11	1484	28563	4
CCL22	2892	7382	3
CX3CL1	3271	12541	3
CCL17	615	11296	4
CIAPIN1	2105	19283	9
COQ9	1615	13777	9
POLR2C	1804	9371	9
DOK4	2684	14450	9
CCDC102A	2427	24386	9
GPR114	3758	34498	12
GPR56	3776	44987	15
GPR97	2654	21118	12
CCDC135	2897	36641	18
KATNB1	2646	21503	20
SIGLEC8	2948	7457	7
NCAM1	5935	317163	18
TEPP	956	11014	8
ZNF319	4220	5190	2
C16orf57	2253	20217	7
MMP15	4435	21521	10
C16orf80	1291	15800	6
CSNK2A2	1654	39967	12
CCDC113	5241	33870	9
GINS3	2136	13613	3
NDRG4	3266	49906	16
SETD6	1982	4124	9
CNOT1	8430	109895	49
FLJ10815	2773	18377	12
GOT2	2447	27212	10
CDH8	2929	382802	12
CDH11	3646	175235	13
CDH5	4089	38126	12
ZNF642	2158	18713	6
CMTM1	763	12741	4
CALCRL	3007	103184	15
BAZ2B	8143	297568	37
CNNM3	4771	19130	7
CNNM4	4798	50988	7
CMTM2	1060	8825	4
CMTM4	3413	81957	5
DYNC1LI2	4336	30727	13
APPBP1	1910	28098	21
CA7	1550	9766	7
PDP2	3830	7420	2
CDH16	2832	10741	18
RRAD	1440	3831	5
FAM96B	668	2338	5
CES2	3936	10646	12
FLJ21736	3888	13914	13
OR1C1	943	943	1
CBFB	3131	71907	6
C16orf70	2839	38526	16
MPP7	5206	231145	19
FBXL8	1599	4187	3
KLF17	3126	16286	4
NOL3	1382	1755	4
FAM118B	1751	50922	9
E2F4	2099	6753	10
ELMO3	2511	4899	20
LRRC29	1468	19679	7
SRRM2	9351	19082	15
PLEKHG4	6782	11970	21
LRRC36	2393	58355	14
CGI-38	1039	3708	4
ZDHHC1	2029	22050	12
ATP6V0D1	1670	43173	8
AGRP	467	831	3
FAM65A	4069	17935	22
CTCF	3786	76624	12
RLTPR	4477	12441	38
ACD	2034	3281	12
PARD6A	1259	1830	3
C16orf48	1538	3779	7
GFOD2	2013	44776	3
RANBP10	5304	83550	14
CENPT	2133	5739	12
THAP11	1885	1885	1
NUTF2	885	24400	5
EDC4	4726	11407	29
NRN1L	632	1490	3
PSKH1	3440	36366	3
CTRL	1168	2292	7
PSMB10	979	2347	8
LCAT	1354	4229	6
SLC12A4	3840	24296	24
DPEP3	1651	4800	10
DPEP2	1694	12057	11
DDX28	2786	2786	1
DUS2L	1925	55980	17
NFATC3	3751	106739	9
RBM35B	4021	7687	15
LYPLA3	2721	15713	6
SLC7A6OS	1607	10329	5
PRMT7	2390	46218	19
SMPD3	5262	90173	9
INPP5B	4454	86361	24
CDH3	3635	54166	16
CDH1	4815	98250	16
FLJ12331	2057	2057	1
HAS3	1158	12458	4
PB1	7507	134347	28
CIRH1A	2192	36377	17
VPS4A	2175	13659	11
PDF	1158	1975	2
COG8	2482	10990	6
NIP7	2182	3462	5
TMED6	906	8530	4
TERF2	2894	30339	10
CYB5B	4286	41670	5
NFAT5	14103	139557	14
NQO1	2590	17229	6
NOB1	1715	13055	9
WWP2	2650	148037	10
LOC348174	1953	13078	13
PDPR	7999	47656	19
MGC34761	1968	12869	12
EXOSC6	1700	1700	1
AARS	3344	37116	21
DDX19B	1710	34658	10
TSPY2	1160	2790	6
DDX19A	2898	26456	12
ST3GAL2	2479	57683	7
FUK	3906	25679	24
SF3B3	4339	48500	26
C16orf77	1606	14117	6
VAC14	3094	113718	19
HYDIN	3657	203557	20
FLJ11171	3956	7308	3
CALB2	1453	31710	11
ZNF23	3229	14605	6
ZNF19	2743	15279	6
CHST4	2006	12353	2
TAT	2754	10242	12
MARVELD3	1794	9162	3
PHLPPL	7917	69851	18
AP1G1	6846	80070	24
LOC55565	1821	23824	6
KIAA0174	2349	33461	10
DHODH	1763	16312	7
HP	1433	6450	7
HPR	1241	14020	5
TXNL4B	2514	8757	4
DHX38	4453	19196	27
PMFBP1	3394	53026	21
C16orf47	1307	17810	4
PSMD7	1660	9504	7
LOC497190	1863	12760	13
GLG1	3735	155162	27
RFWD3	4951	45482	13
MLKL	2498	29029	11
FA2H	2417	61864	7
WDR59	3663	111547	26
ZNRF1	4633	111978	5
LDHD	2066	4907	11
SMAD2	10530	98046	11
BCAR1	3216	22575	7
CFDP1	1278	139779	7
TMEM170	1054	17662	3
GABARAPL2	1001	11530	4
ADAT1	2727	24157	11
KARS	1996	19947	14
TERF2IP	2116	9645	3
AP3D1	4863	50563	30
ANKRD35	3363	19318	14
C9orf126	1968	190709	19
MON1B	3310	8706	6
ADAMTS18	5510	152584	23
KIAA1576	3766	191519	9
CLEC3A	1886	9507	3
WWOX	545	545	1
MAF	6381	6381	1
DYNLRB2	495	9686	4
C16orf61	722	30796	4
CENPN	1386	16322	7
ASCIZ	4866	11494	4
C16orf46	1553	16213	4
GCSH	1159	14050	5
IFNA8	1039	1039	1
SRRM1	3933	30178	17
PMVK	1298	12276	5
BCMO1	2427	52452	11
GAN	4677	65366	11
CMIP	4236	266472	21
CNTNAP3	5227	215535	24
PHF2	5347	102959	22
RWDD4A	2593	19543	7
HSD17B2	1427	63275	5
OSGIN1	2392	17267	7
CDH13	3824	1169620	14
HSBP1	1891	5002	4
EFCBP2	1604	34141	13
MBTPS1	4344	63147	23
HSDL1	3488	22877	6
LRRC50	2378	32602	12
TAF1C	3923	9201	14
LOC161931	2283	6029	11
MGC26733	4745	225814	28
KCNG4	1679	17532	3
WFDC1	1374	35046	7
GJB2	2330	5509	2
CCNF	4287	29465	17
KIAA1609	3891	27183	8
COTL1	1823	52464	4
C16orf44	2168	13785	5
PAICS	3318	25266	9
CRISPLD2	4560	89501	15
ZDHHC7	3157	37070	8
KIAA0513	7351	66417	13
FAM92B	1897	14150	8
KIAA0182	7393	62887	16
GINS2	1171	11300	5
C16orf74	447	43116	4
COX4NB	1910	20865	5
COX4I1	799	7410	5
IRF8	2659	23436	9
FOXC2	1505	1505	1
FBXO31	3583	54420	9
MAP1LC3B	2269	12561	4
ZCCHC14	6911	85609	13
JPH3	3994	95261	5
KLHDC4	1870	58121	12
SLC7A5	4542	39471	10
CA5A	1084	48488	7
FOXK2	5260	84888	9
RECQL4	3802	6529	21
FLJ45530	3186	16437	3
NHN1	3555	61412	18
IL17C	1044	1881	3
CYBA	687	7760	6
MVD	1795	11148	10
RNF166	1848	9892	6
LOC348180	1721	8894	15
FAM38A	6371	20905	40
FLJ45121	4521	4619	2
FLJ40448	2139	2982	3
CDT1	2674	5480	10
APRT	805	2464	5
GALNS	2372	43242	14
TRAPPC2L	626	4012	5
CBFA2T3	4034	66342	11
LOC197322	3555	61846	11
CDH15	2858	23737	14
ADCY7	6138	30221	25
ANKRD11	9304	222935	13
SPG7	2301	29324	10
RPL13	1085	2759	6
CPNE7	2656	21478	17
DPEP1	1734	17838	11
ISOC1	1938	19276	5
C16orf55	2190	13466	3
CDK10	1893	9684	14
SPATA2L	2317	5335	3
WDR68	6352	43818	7
ZNF276	3548	18878	11
FANCA	5460	79107	43
SPIRE2	3244	42821	15
TCF25	2221	37761	18
MC1R	2359	2359	1
TUBB3	1711	12761	4
FLJ20186	903	10623	6
MGC16385	2741	2741	1
TCEAL6	1531	2455	3
NRK	8056	136061	29
DBNDD1	2073	5249	4
GAS8	3185	22372	11
PRDM7	2440	5758	3
ZG16	608	1257	3
KIF22	2095	14658	14
RPH3AL	2583	140283	10
VPS53	2190	182060	18
FAM57A	2079	10228	5
C17orf25	1790	22976	9
RNMTL1	1800	10228	4
NXN	3003	180425	8
TIMM22	1671	5032	4
ABR	5045	105565	22
YWHAE	1777	55673	6
CRK	2225	34085	3
MYO1C	4736	27493	32
SKIP	2753	22083	12
PITPNA	3614	44801	12
SLC43A2	3001	54435	14
SCARF1	3442	11889	11
MGC13114	712	1919	4
CD86	2720	43233	7
LOC650293	648	648	1
SPP1	1624	7761	7
SAP30	1108	6590	4
MGC14376	1366	4701	4
SERPINF1	1541	15609	8
SMYD4	4231	50244	11
RPA1	2794	68025	17
RTN4RL1	3162	90206	2
BCL2L11	722	7933	4
HIC1	2626	4058	2
ACSM1	2051	68020	13
SRR	2477	21306	8
TSR1	4870	14687	15
RUTBC1	4863	43539	24
MNT	4841	16904	6
LOC284009	576	8456	3
ARAF	2417	10743	16
PAFAH1B1	5580	91953	11
KIAA0664	5224	22248	26
GARNL4	6659	241300	25
OR1D5	939	939	1
OR1D2	938	938	1
OR1G1	942	942	1
OR1A2	930	930	1
OR1A1	928	928	1
OR3A1	947	947	1
OR3A4	1046	1046	1
OR1E1	944	944	1
OR3A3	965	965	1
OR1E2	971	971	1
SPATA22	1451	31722	9
ASPA	1417	23404	6
TRPV3	3420	44804	18
HNRPC	3224	60342	8
PTPLAD1	3206	47865	11
CARKL	3838	28061	7
HAP1	3883	12008	10
TAX1BP3	1380	5784	4
TMEM93	788	873	2
P2RX5	2191	23060	12
ITGAE	3857	86615	31
GSG2	2794	2794	1
C17orf85	2696	13494	8
CAMKK1	3492	30413	16
P2RX1	2860	20072	12
ATP2A3	4698	40568	21
ZZEF1	11394	138514	55
CYB5D2	1908	14440	4
ANKFY1	7957	100608	25
UBE2G1	4206	97456	6
MGC29671	1892	54280	12
MYBBP1A	4521	16444	26
GGT6	2527	3648	3
SMTNL2	1919	24321	8
ALOX15	2677	10740	14
PELP1	3393	32673	17
ARRB2	1918	11006	15
MED11	828	2172	3
CXCL16	2211	6283	6
ZMYND15	2271	6069	13
TM4SF5	708	11318	5
VMO1	765	1147	3
LOC388323	1023	1432	4
PSMB6	824	2332	6
PLD2	3457	16303	25
CFHR4	1291	30551	6
FCAMR	1307	11985	7
KLK5	1426	9784	7
PRB2	1366	4026	4
PIK3C2G	4844	386875	32
NEU3	2746	18792	3
PRB3	1090	3784	5
CHRNE	2463	5309	12
GP1BA	2423	2695	3
SLC25A11	1490	2715	8
RNF167	1706	4886	10
PFN1	805	2877	3
ENO3	1493	5988	12
CAMTA2	4475	19639	23
INCA1	1382	9480	8
KIF1C	4186	26721	23
GPR172B	2288	2738	5
ZFP3	4994	17915	2
ZNF232	2076	17365	5
UNQ5783	915	24432	5
RABEP1	5374	103547	19
NUP88	2358	33577	17
RPAIN	1535	13236	7
C1QBP	1163	6373	6
DHX33	4060	26591	12
DERL2	1124	11882	7
MIS12	2499	3882	3
GBE1	3098	272100	16
KRT5	2301	5883	9
IGHMBP2	3954	36751	15
SART1	3600	18447	20
KIAA0523	5819	53812	9
AIPL1	2781	11460	5
FAM64A	1483	6590	6
PITPNM3	3109	101253	20
KIAA0753	4424	62342	19
TXNL5	727	2292	4
MED31	1196	7862	4
SLC13A5	3204	28624	12
BIRC4BP	3622	19807	7
FBXO39	1646	11393	4
TEKT1	1412	31760	8
ALOX12	2335	14649	14
MGC71993	580	1886	3
C17orf49	826	2715	6
BCL6B	3525	6593	9
SLC16A13	1280	3579	4
SLC16A11	1803	2294	4
CLEC10A	1698	5744	9
ASGR2	1202	12989	8
ASGR1	1280	5910	9
DLG4	3972	29810	22
ACADVL	2287	5432	20
DVL2	3016	9203	15
GABARAP	892	2015	4
DULLARD	1527	8101	9
C17orf81	1313	7888	9
CLDN7	1296	2330	4
SLC2A4	3148	6313	11
YBX2	1570	6293	9
EIF5A	1232	4804	6
GPS2	1157	2681	11
KIAA1787	5181	13688	29
CENTB1	2484	14922	22
KCTD11	2780	2780	1
TMEM95	1169	2042	7
TNK1	2769	8647	13
PLSCR3	1746	4789	8
C17orf61	445	1122	4
NLGN2	4642	11678	7
CBARA1	2425	258802	12
C17orf74	1647	1950	3
TMEM102	1973	2237	3
FGF11	2713	5561	5
CHRNB1	2436	12526	11
ZBTB4	5877	24819	4
POLR2A	6732	30232	29
TNFSF12	1385	8832	7
TNFSF12-TNFSF13	1823	12510	11
TNFSF13	2261	3302	6
C10orf53	827	29273	3
PDE11A	1869	293438	19
SOX15	1394	1991	2
FXR2	2844	23525	17
SAT2	933	1609	6
SHBG	1207	3178	8
ATP1B2	3332	6836	7
FREM2	16162	200095	24
WDR79	1834	15025	10
EFNB3	3217	6172	5
DNAH2	13505	114020	85
TMEM88	872	1032	2
LSMD1	997	1168	2
CYB5D1	3495	4286	4
CHD3	6799	27398	40
KCNAB3	1608	6727	14
TRAPPC1	806	1592	4
CNTROB	3769	17422	19
GUCY2D	3618	17666	20
ALOX15B	2619	10085	13
SNAI3	1713	8793	3
VAV3	3108	117345	10
ALOXE3	3361	22589	15
HES7	677	2513	4
PER1	4656	11913	23
VAMP2	2143	3829	6
TMEM107	1486	3147	5
C17orf59	1739	1739	1
AURKB	1235	5834	9
C17orf68	4020	20223	23
PFAS	5338	21167	28
SLC25A35	2785	7089	6
RANGNRF	828	1415	5
ARHGEF15	4164	12239	16
ODF4	1149	6176	3
KRBA2	1964	2886	2
RPL26	582	5732	4
NDEL1	2400	32293	10
MYH10	7618	156506	41
CCDC42	1374	14903	7
FLJ35773	2103	2103	1
C17orf38	2250	36423	18
PIK3R5	3253	32422	19
NTN1	1990	218495	7
STX8	967	325487	8
WDR16	2166	66806	14
GLP2R	1662	63642	13
RCVRN	1175	7658	3
GAS7	7773	48841	10
XRN1	10090	141403	42
MYH8	6016	31381	39
MUCDHL	3417	8431	15
ATP8B1	5815	85379	27
MYH2	6040	28507	40
SCO1	1700	17183	6
LOC388335	3091	17007	6
FLJ45455	1772	317151	4
SECTM1	2281	13021	5
KIR3DX1	3459	13015	9
CXCR7	2295	23985	4
DPH3	583	4522	2
DNAH11	14187	358623	82
ZNF18	2767	19928	9
MAP2K4	3742	122916	11
MYOCD	2817	97456	13
KIAA0672	4228	202104	21
ELAC2	2966	25615	24
HS3ST3A1	2527	106239	2
COX10	2998	139274	7
CDRT15	565	976	3
HS3ST3B1	2032	44987	2
FLJ45831	2998	12621	2
PMP22	1669	30997	4
TEKT3	1694	37769	8
CDRT4	2489	31588	4
FAM18B2	1513	61267	6
CDRT1	1278	10131	5
TRIM16	2900	54913	9
ZNF286A	2515	17910	5
MGC51025	1616	13880	16
ADORA2B	1885	30980	2
TTC19	2784	29315	10
NCOR1	7914	183587	46
PRR6	1163	10964	5
UBB	970	1687	2
TRPV2	2774	21428	15
C17orf45	1194	2977	5
C17orf76	2353	49837	3
ZNF287	3143	17755	6
ZNF624	4232	33108	6
TNFRSF13B	1357	33004	5
M-RIP	3835	142764	23
LOC201164	2561	5322	2
FLCN	3678	24968	14
COPS3	1634	34451	12
NT5M	1586	44296	5
MED9	2222	16235	2
RASD1	1742	1953	2
PEMT	893	71901	7
RAI1	7658	129977	6
SREBF1	4278	24940	20
